unique_name	taxid	S_Normal_25_008M	S_Normal_25_068M	S_Normal_25_102M	S_Normal_50_008M	S_Normal_50_068M	S_Normal_50_102M	S_Normal_100_008M	S_Normal_100_068M	S_Normal_100_102M	S_Normal_150_008M	S_Normal_150_068M	S_Normal_150_102M	S_Normal_200_008M	S_Normal_200_068M	S_Normal_200_102M	S_Normal_400_008M	S_Normal_400_068M	S_Normal_400_102M	S_Normal_25_17M	S_Normal_25_34M	S_Normal_50_17M	S_Normal_50_34M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_400_17M	S_Normal_400_34M
Taylorella asinigenitalis	84590	0.0294	0	0	0.0015	0	0	0.0047	0	0	0	0	0	0.001	0	0.0059	0	0.0006	0.0011	0	0	0	0	0	0	0	0	0.0026	0	0	0
Bifidobacterium lemurum	1603886	0	0	0	0	0	0.0397	0	0.0012	0	0.0097	0	0.0014	0	0.0009	0	0.002	0.0012	0	0	0	0	0	0	0	0	0	0	0	0.0015	0.0006
Bordetella avium	521	0	0	0	0	0	0	0	0	0.0497	0.0008	0	0	0	0	0	0.0011	0	0.0035	0	0	0	0	0	0	0	0	0.0049	0	0	0
Fluviicola taffensis	191579	0	0.0226	0	0	0	0	0	0	0	0	0.0141	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0.0085	0	0	0	0
Mycobacterium branderi	43348	0	0	0	0	0	0	0.0061	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0.0158
Lentzea guizhouensis	1586287	0	0	0	0	0	0	0	0	0	0	0	0.0244	0	0	0.0102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0035
Deinococcus radiodurans	1299	0	0	0	0	0	0	0.0012	0	0.0113	0	0	0	0	0.0018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007	0.0006
Chitinophaga pinensis	79329	0	0	0	0	0	0	0.0296	0	0	0	0	0	0	0.0115	0	0	0.007	0	0	0	0	0	0	0.1183	0	0	0	0	0.0124	0
Granulibacter bethesdensis	364410	0	0	0	0.037	0	0	0	0.0063	0	0	0	0	0	0.0041	0.0044	0.0008	0	0	0	0	0	0	0	0	0	0.0056	0.0008	0	0	0.0016
Shimwellia blattae	563	0	0.0231	0	0	0	0	0	0	0	0.0018	0.002	0.002	0	0.0038	0	0.0033	0.0029	0	0	0	0	0	0	0	0	0	0.0015	0	0	0
Lonsdalea britannica	1082704	0	0	0	0	0	0	0	0.0107	0	0	0	0	0	0	0.002	0	0.0053	0.0006	0	0	0	0	0	0	0.0029	0	0.0008	0	0	0
Kribbella flavida	182640	0	0	0	0	0	0	0	0	0.0355	0	0	0	0.0093	0	0	0	0.0003	0	0	0.0553	0.0084	0	0	0.0082	0	0	0.0022	0	0.0097	0.0022
Corynebacterium glyciniphilum	1404244	0	0	0	0	0	0	0	0	0.0047	0	0	0	0	0.0329	0	0	0.0021	0	0	0	0	0	0	0	0.0013	0	0.0006	0	0.0012	0.0013
Opitutus terrae	107709	0	0	0	0	0.0199	0	0	0	0	0	0	0	0.0185	0	0.0016	0.0017	0.0016	0.0022	0	0	0	0	0	0	0	0.002	0	0	0.0047	0
Vibrio breoganii	553239	0	0	0	0	0	0	0	0	0	0.0056	0	0	0.0009	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0.0007	0.0037	0
Rathayibacter tritici	33888	0	0	0	0	0	0	0	0.0233	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.0251	0	0	0	0	0	0.0058	0.0011	0.0058
Neisseria lactamica	486	0	0	0	0	0	0	0	0.0154	0	0	0.0005	0.0072	0	0.0243	0	0	0.0015	0.0007	0	0	0	0	0	0.0017	0.0096	0	0.0062	0	0.0005	0
Tsukamurella tyrosinosolvens	57704	0	0	0	0.0033	0	0	0	0	0.0082	0	0	0	0	0.005	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0
Paraglaciecola psychrophila	326544	0	0	0	0	0	0	0	0	0.0093	0	0	0.0221	0	0	0	0	0.0161	0.0008	0	0.0188	0	0	0	0	0.0078	0	0	0	0	0
Maritalea myrionectae	454601	0	0	0	0	0	0	0	0.012	0	0.0141	0	0	0	0.0022	0	0.0015	0.0003	0	0	0	0	0	0	0	0.0026	0	0	0.0022	0.0001	0.0004
Roseobacter denitrificans	2434	0	0	0	0	0	0	0	0	0.0222	0	0	0	0	0	0	0	0.0061	0.0032	0	0	0	0	0	0	0	0	0	0	0	0
Echinicola vietnamensis	390884	0	0	0	0	0.0103	0	0	0	0.0081	0	0.0174	0	0	0.0006	0	0.0045	0	0.0063	0	0	0	0	0	0	0	0	0	0.0105	0	0
Dokdonella koreensis	323415	0	0	0	0	0	0	0.0266	0.0042	0	0	0	0	0.003	0	0	0.0017	0	0	0	0	0	0	0	0	0	0	0	0	0.0016	0.0016
Cellulomonas fimi	1708	0	0	0	0	0.0222	0	0	0	0	0	0.0002	0	0	0.0195	0	0	0	0.0043	0	0	0	0	0	0	0	0	0.003	0	0.0017	0.0028
Cellvibrio japonicus	155077	0	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0.0009	0	0.0001	0	0	0	0	0	0	0	0	0	0	0.0122	0
Nostoc punctiforme	272131	0	0	0	0	0	0	0	0	0.0214	0	0.0154	0	0	0.0088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0
Denitrobacterium detoxificans	79604	0	0	0	0	0	0	0	0	0.0238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0.0007
Pontibacter akesuensis	388950	0	0	0	0	0	0	0	0.0178	0.0165	0	0.0042	0	0	0	0	0.0017	0.0005	0	0	0	0	0	0	0	0	0	0	0	0	0
Natranaerobius thermophilus	375929	0	0	0	0	0	0	0.009	0	0	0	0	0.005	0	0	0	0.002	0	0.0147	0	0	0.0069	0	0	0	0	0	0	0	0	0
Myxococcus stipitatus	83455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049	0	0.0025	0	0	0	0.0085	0	0	0	0	0	0	0.0055	0	0.0191
Gemmatimonas phototrophica	1379270	0	0.0295	0	0	0	0	0	0	0	0	0.0128	0	0.0014	0	0	0.0039	0.0012	0	0	0	0	0	0	0	0	0.0049	0	0	0	0
Rhodovulum sulfidophilum	35806	0	0	0	0	0	0	0	0	0	0.0026	0	0	0	0	0	0.0031	0.0016	0	0	0	0	0	0	0	0	0	0	0	0	0.0106
Paraburkholderia megapolitana	420953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0.0088	0.009	0.002	0	0	0	0	0	0	0	0	0.0179	0	0	0	0.002
Salinicoccus halodurans	407035	0	0	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melioribacter roseus	1134405	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0.0308	0.0053	0	0.0006	0	0	0	0	0	0	0	0.0054	0	0	0.0006	0.0008
Hydrogenophaga crassostreae	1763535	0	0	0	0	0	0	0	0.005	0	0	0.0126	0	0.0225	0	0	0.0035	0	0.0045	0	0	0	0	0	0	0.0108	0	0	0	0.0053	0.0012
Crinalium epipsammum	241425	0	0	0	0	0	0	0	0	0.0092	0	0	0	0	0.0036	0	0.0179	0	0	0	0	0	0	0	0	0	0	0	0	0.0038	0
Legionella sainthelensi	28087	0	0	0	0	0.0298	0	0	0	0	0	0	0	0.0028	0	0.0062	0.0021	0	0	0	0	0	0	0	0	0	0.0035	0	0	0.0006	0.0024
Weissella ceti	759620	0	0.039	0	0	0	0	0.0027	0	0	0.0031	0	0	0	0	0	0.0006	0.0005	0.0008	0	0	0	0	0	0	0.0013	0	0	0	0	0
Sedimenticola thiotaurini	1543721	0	0	0	0	0	0	0	0	0	0	0.0128	0	0	0	0	0	0.0003	0	0	0	0	0	0	0.0021	0	0	0	0	0	0.0017
Corynebacterium crudilactis	1652495	0	0	0	0	0	0	0.0018	0	0	0	0	0.0413	0	0	0	0	0	0.0018	0	0	0	0	0	0.0097	0	0	0	0	0	0
Actinomyces radicidentis	111015	0	0	0	0	0	0	0.0064	0	0	0.0009	0	0.0028	0	0	0	0.0009	0	0	0	0	0	0	0	0	0.0057	0	0	0	0.0016	0
Elizabethkingia meningoseptica	238	0	0	0	0.0242	0	0	0	0	0	0	0	0.0015	0	0.0032	0.0063	0	0	0	0	0	0	0.0197	0	0.0406	0	0	0	0.0073	0.0035	0
Halothermothrix orenii	31909	0	0	0	0	0	0	0	0	0	0	0.0061	0	0	0	0.0029	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003	0.0016
Lacunisphaera limnophila	1838286	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0.0014	0	0.0019	0	0	0	0	0	0.0015	0	0	0	0	0	0.0009
Rhodothermus marinus	29549	0	0	0.0376	0.0035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0.0032
Rufibacter tibetensis	512763	0	0	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0.0029	0.0016	0.008	0	0.1006	0	0	0.0022	0	0.0235	0.0142	0	0	0
Mycobacterium leprae	1769	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0.0204	0.005	0.0024	0.002	0	0	0	0	0	0	0	0	0.0035	0	0	0	0
Alkalilimnicola ehrlichii	351052	0	0	0	0.0056	0	0	0	0	0	0	0	0	0	0.0023	0.0011	0.0085	0	0.003	0	0	0	0	0	0	0	0	0.0152	0	0.002	0.0006
Frankia inefficax	298654	0	0	0	0	0	0	0.0137	0	0	0	0	0	0	0	0	0.0018	0.0077	0	0	0	0	0	0.0582	0	0	0	0.0119	0	0	0
Providencia heimbachae	333962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0.0005
Spiribacter salinus	1335746	0	0	0	0.003	0	0	0	0	0	0	0	0	0.0014	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0.0011	0
Sphingobium chlorophenolicum	46429	0.0345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0042	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slackia heliotrinireducens	84110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0.041	0	0	0	0	0.0061	0.0007
Corynebacterium vitaeruminis	38305	0	0	0	0	0	0	0	0.0023	0.0041	0.0023	0	0	0.0041	0	0	0.0037	0.01	0.0003	0	0.0471	0	0	0	0	0	0	0.003	0	0.0007	0.0012
Christensenella minuta	626937	0	0	0	0	0	0	0.0203	0	0	0	0	0.0055	0	0	0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0.0105	0.0002	0.0011
Methylobacterium aquaticum	270351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011	0.002	0.0296	0	0	0	0	0.0039	0	0.0098	0	0	0	0	0
Streptomyces clavuligerus	1901	0	0	0	0	0	0	0	0	0	0	0.0257	0	0	0.0098	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0	0	0.0015
Polynucleobacter duraquae	1835254	0	0	0	0	0	0.0268	0	0.0071	0	0	0	0	0	0	0	0	0.0004	0	0	0	0	0	0	0	0	0	0.0064	0	0	0.0009
Listeria ivanovii	1638	0	0	0	0	0	0.0056	0	0	0.0053	0	0	0	0	0.0126	0.0032	0	0	0	0	0	0	0.0081	0	0	0	0	0.001	0	0.0025	0
Porphyromonas gingivalis	837	0	0	0	0	0	0.0084	0	0.0032	0	0.0053	0	0	0.0027	0.0001	0	0.0007	0	0.0048	0	0	0	0	0	0	0	0	0	0	0.0014	0.0016
Marinomonas posidonica	936476	0	0	0	0	0	0	0	0	0.0031	0	0.0193	0	0	0	0.0047	0.0065	0	0	0	0	0	0	0	0	0	0	0.0046	0	0	0
Bacteroides caecimuris	1796613	0.0221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0.0055	0.0018	0	0	0	0	0	0.006	0.0115	0	0	0	0.0018	0.0006
Ewingella americana	41202	0	0	0	0	0	0	0	0	0	0	0	0.0025	0.0061	0.0066	0	0.0008	0.0142	0.002	0	0	0	0	0	0	0	0	0	0	0.0025	0.0009
Erysipelothrix larvae	1514105	0	0	0.0285	0	0	0	0	0	0	0	0	0.0014	0.0017	0	0.0086	0	0	0.0004	0	0.0258	0	0	0	0	0	0	0	0	0.0131	0.0007
Acetohalobium arabaticum	28187	0.0346	0	0	0	0	0	0	0	0	0	0	0.0033	0	0.0005	0	0.0008	0	0	0	0	0	0	0	0	0	0	0.0018	0	0.0005	0.0006
Cruoricaptor ignavus	1118202	0	0	0	0	0	0	0	0	0	0	0	0	0.0005	0.0057	0.0001	0.0001	0	0.0017	0	0	0	0.0636	0	0	0	0	0	0.0013	0.0012	0
Allofrancisella guangzhouensis	594679	0	0	0	0	0	0	0	0	0.0171	0	0	0.0033	0	0	0	0.0002	0.0004	0.0001	0	0	0	0	0	0	0.0014	0	0	0	0	0.0005
Polymorphum gilvum	991904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009	0.0028	0	0	0	0	0	0	0.0001	0	0	0	0.0015	0
Jeotgalibaca dankookensis	708126	0	0	0	0	0	0.0306	0	0.0011	0.006	0.0015	0	0.0014	0	0	0	0.0016	0	0.0001	0	0	0	0	0	0	0.0023	0	0.0028	0	0	0
Corynebacterium maris	575200	0	0	0	0	0	0.0127	0	0	0	0	0.0099	0	0	0.0001	0.0014	0	0.0041	0	0	0	0	0	0	0	0	0	0	0	0.0029	0
Streptomyces lincolnensis	1915	0	0	0	0	0	0	0	0	0	0.0047	0	0.0043	0.0104	0	0	0	0.003	0.0084	0	0	0	0	0	0	0	0	0	0.0054	0	0.0008
Mycobacterium kansasii	1768	0	0	0	0	0.0236	0	0	0	0	0	0	0.0064	0	0	0	0.0033	0.0003	0	0	0	0	0	0	0	0	0	0	0	0.0024	0.0003
Pragia fontium	82985	0	0	0	0	0	0.0231	0	0	0	0	0	0	0	0.0015	0	0	0.0021	0.001	0	0	0	0	0	0	0	0	0	0	0.0028	0
Aggregatibacter actinomycetemcomitans	714	0	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0.002	0.0006	0	0	0	0.0325	0	0	0	0	0	0	0	0	0
Symbiobacterium thermophilum	2734	0	0.0341	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0.0011	0.0008	0.0019	0	0	0	0	0.0045	0	0	0	0	0.0003	0	0.0059
Corynebacterium kroppenstedtii	161879	0	0	0	0	0	0	0	0.0056	0.0014	0	0	0.0062	0	0.0018	0	0.0028	0	0	0	0.0123	0	0	0	0	0	0	0	0	0.0001	0
Polaribacter reichenbachii	996801	0	0	0	0	0	0	0	0	0	0	0	0.0041	0.0015	0.0128	0	0.0005	0	0	0	0	0.039	0	0.0021	0	0	0	0	0	0.0026	0
Planococcus rifietoensis	200991	0	0	0	0	0	0	0	0	0.0069	0.03	0	0	0	0	0	0	0	0.0015	0	0	0	0.0046	0	0	0	0	0	0.0017	0	0
Spiroplasma syrphidicola	216945	0	0	0	0.0001	0.039	0	0	0	0	0	0	0	0	0	0.0011	0	0.0005	0	0	0	0	0	0	0	0	0	0.0056	0	0	0.0001
Chlorobaculum limnaeum	274537	0	0	0	0	0	0	0	0	0.0164	0	0	0.0095	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0	0.0007	0.0079	0.0018	0.0025
Halomonas elongata	2746	0	0	0	0.0109	0	0	0	0	0.0153	0	0	0	0	0	0	0.0003	0.0003	0	0	0	0	0	0	0.016	0.0018	0	0	0.0131	0	0
Desulfosporosinus meridiei	79209	0	0	0	0	0	0	0.0111	0	0	0	0	0	0	0.0054	0	0.0003	0.0076	0	0	0	0	0	0	0	0	0	0	0	0.0019	0.0009
Desulfurivibrio alkaliphilus	427923	0	0	0	0.0246	0	0.0015	0	0.0092	0	0	0	0	0	0	0	0	0.0047	0.0002	0	0	0	0	0	0	0	0.0162	0.0025	0.0004	0	0.0045
Collinsella aerofaciens	74426	0	0	0	0	0	0	0	0	0	0	0	0.0266	0	0	0.0046	0.0006	0	0	0	0	0	0	0.0019	0	0	0	0.0065	0	0	0.0002
Hyphomicrobium nitrativorans	1427356	0	0	0	0	0	0	0	0	0	0	0.0019	0	0.0012	0	0.0009	0	0.0015	0	0	0	0	0	0.033	0.01	0.0036	0	0.0019	0	0.0082	0.0003
Rathayibacter toxicus	145458	0	0	0	0.0143	0	0	0	0	0.005	0	0	0	0	0.0011	0	0	0	0	0	0	0	0	0.0011	0	0	0	0.0023	0	0	0
Komagataeibacter nataicola	265960	0	0	0	0	0	0	0	0	0.0153	0	0.0049	0.0161	0.0012	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0.0045
Desulfococcus multivorans	897	0	0	0	0	0	0.0087	0	0	0	0	0	0.015	0.0041	0	0	0.0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028
Desulfomonile tiedjei	2358	0	0	0	0	0	0	0	0	0	0.0159	0	0	0	0	0.0021	0.0005	0.0009	0	0	0	0	0	0	0.0347	0	0	0	0	0	0.0026
Thermobaculum terrenum	166501	0	0	0	0	0	0	0	0.0062	0.0214	0	0	0	0	0	0	0.0007	0.0022	0.0002	0	0	0.002	0	0	0	0	0	0	0	0	0
Conexibacter woesei	191495	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026	0	0.0048	0.0044	0	0	0	0	0	0	0	0	0	0	0	0	0.0039
Leptothrix cholodnii	34029	0.0003	0	0	0.0002	0	0	0.0002	0	0	0	0	0	0.0104	0	0	0	0	0.0011	0	0	0	0	0.0059	0.0001	0	0	0	0	0	0.0001
Pediococcus inopinatus	114090	0	0.0235	0	0	0	0	0	0	0	0	0	0	0.0005	0.0009	0.0041	0	0.0028	0	0.0145	0	0	0.0073	0	0	0	0	0	0.0023	0	0.0005
Corynebacterium lactis	1231000	0	0	0	0	0.0283	0	0.002	0	0	0	0.0008	0	0	0.0004	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0	0.0003	0
Sinomonas atrocyanea	37927	0	0	0	0	0.0094	0	0.0085	0	0	0	0	0	0.0159	0	0	0.0019	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas chromatireducens	507626	0	0	0.0247	0	0	0	0	0	0	0.0002	0.0004	0	0	0.0006	0	0	0.0006	0	0	0	0	0	0	0	0	0	0	0	0	0.0013
Brenneria goodwinii	1109412	0	0	0	0	0	0	0	0	0.0017	0	0	0	0	0	0	0	0.0029	0	0.0093	0	0	0	0	0	0	0	0	0.0018	0	0.002
Methylobacterium mesophilicum	39956	0	0	0	0	0	0	0	0.0108	0	0	0	0	0.0029	0	0	0.002	0.0009	0	0	0	0	0	0	0	0	0	0.0044	0	0	0.0025
Rubinisphaera brasiliensis	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0.0091	0	0	0.0019	0	0
Caminibacter mediatlanticus	291048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0.0004	0	0	0	0.0003	0
Helicobacter pylori	210	0	0	0	0	0	0	0	0.0028	0	0.0013	0.0048	0	0	0	0	0	0.0005	0	0	0	0	0	0	0.0002	0	0	0	0	0	0.0004
Kangiella sediminilitoris	1144748	0	0	0	0	0	0	0	0	0	0	0	0.0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0043	0.0007	0
Cyclobacterium marinum	104	0	0	0	0	0	0	0	0	0	0	0	0.0206	0.0063	0	0.0024	0	0.0038	0.0008	0	0	0.0048	0	0	0.013	0	0.0262	0	0	0.0048	0
Tatlockia micdadei	451	0	0	0	0	0	0	0.0224	0	0	0	0	0	0	0.0145	0	0.0006	0	0	0	0	0	0	0	0	0	0	0.0033	0	0.0008	0.0005
Nakamurella multipartita	53461	0	0	0	0.0118	0	0	0	0	0	0	0	0	0	0	0.0218	0	0	0.002	0	0	0	0	0.0062	0	0	0	0	0	0	0.001
Nautilia profundicola	244787	0	0	0	0	0	0.0122	0.0041	0	0.0138	0	0.0015	0	0.0042	0	0	0.0002	0	0.0002	0	0	0	0.0268	0	0	0	0	0.0032	0	0	0
Treponema phagedenis	162	0	0	0	0	0.0243	0	0	0	0	0	0	0	0	0.0038	0	0	0	0	0	0	0	0	0.0115	0.0008	0	0.0027	0.0022	0	0.0035	0.0002
Frateuria aurantia	81475	0	0	0	0	0	0	0.0019	0	0	0	0	0	0	0.0071	0	0	0.0054	0.0127	0	0	0	0	0	0	0	0	0	0.0039	0	0.0031
Niabella soli	446683	0	0	0	0	0	0	0	0	0	0	0	0.0073	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0.0016	0.0033	0.0041
Xanthomonas oryzae	347	0	0	0	0	0	0	0	0	0	0	0	0.0023	0.0081	0	0	0.0023	0	0.0019	0	0	0	0	0.0114	0	0	0	0	0	0	0
Vibrio panuliri	1381081	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001	0.0031	0.0002	0	0.0086	0	0	0	0	0	0	0	0	0	0	0.0083	0
Luteibacter rhizovicinus	242606	0.0202	0	0	0	0	0	0	0	0	0	0	0	0	0.0113	0	0	0	0.0002	0	0	0	0	0	0	0.0044	0	0	0	0	0.003
Nitrosomonas communis	44574	0	0	0	0	0	0	0.0028	0	0	0	0.0026	0	0.0151	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus lutrae	155085	0	0	0	0	0	0	0	0.0279	0	0.0079	0	0	0	0	0.0003	0	0	0	0	0	0	0	0.0015	0.0032	0	0	0	0	0	0.001
Erwinia amylovora	552	0	0	0.0001	0	0.0162	0	0	0	0	0	0	0	0	0	0	0.0005	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0.0019
Lutibacter profundi	1622118	0	0	0	0	0	0	0	0	0	0	0	0.0002	0.0032	0	0	0	0.0012	0.0024	0	0	0	0	0	0	0	0	0	0	0	0.0026
Spirosoma radiotolerans	1379870	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0.0035	0	0	0	0.0103	0	0	0	0	0	0	0	0.0084	0.0056	0.0193
Methylophaga frappieri	754477	0	0	0	0	0	0	0	0	0	0.0052	0	0.0269	0.0004	0	0.0007	0.0027	0.0003	0	0	0	0	0	0	0	0.0055	0	0	0.0004	0.0011	0.0003
Catenulispora acidiphila	304895	0	0	0	0.0169	0	0	0	0	0	0	0	0	0	0	0	0.0112	0	0	0	0	0.0339	0	0	0	0	0	0.0097	0.0015	0	0.0036
Pseudoalteromonas rubra	43658	0	0	0	0	0	0	0	0	0	0	0.0153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0.0027	0	0
Yersinia frederiksenii	29484	0.0321	0	0	0	0	0	0	0	0	0	0	0.0067	0	0	0.0033	0	0	0	0	0	0	0	0	0	0.0058	0	0	0	0	0
Thermovibrio ammonificans	228745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039	0	0	0	0	0.0074	0	0	0	0.0003	0.0018	0	0.0001	0
Nocardia terpenica	455432	0	0	0	0	0	0	0	0.0036	0	0	0	0.0001	0	0.0181	0	0	0.003	0.0042	0	0	0	0	0	0	0	0	0.0168	0.0024	0	0
Jonesia denitrificans	43674	0	0	0	0	0.0335	0	0	0	0	0	0	0	0.0009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0039
Shewanella amazonensis	60478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111	0.0013	0.0004	0	0	0	0	0	0	0	0	0	0.0043	0	0.0007	0.0013
Xenorhabdus nematophila	628	0	0	0	0	0.0183	0	0	0	0	0	0	0.0004	0	0	0	0.0023	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0
Hymenobacter sedentarius	1411621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0	0	0	0	0	0	0	0.0029	0	0	0	0
Steroidobacter denitrificans	465721	0	0	0	0	0	0	0.0044	0	0	0	0.0209	0	0.0063	0	0	0	0.0003	0.0009	0	0	0	0	0	0	0	0	0	0.0017	0.0004	0.0011
Corynebacterium cystitidis	35757	0	0	0	0	0	0	0.0031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.035	0.0002	0.0003
Paenalcaligenes hominis	643674	0	0	0	0	0	0	0	0	0	0.0229	0	0	0	0	0	0.0057	0.0038	0	0	0	0	0	0	0	0	0.0076	0	0	0.0023	0
Mycobacterium heidelbergense	53376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041	0	0	0	0	0	0	0	0	0	0	0.0006	0.0228
Magnetococcus marinus	1124597	0	0	0	0	0	0	0	0	0	0	0	0	0.0017	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0.0088	0.0024	0
Collimonas pratensis	279113	0	0	0	0	0	0	0	0	0	0	0.0072	0	0	0	0	0.0028	0.0015	0	0	0.1151	0	0	0	0	0	0	0	0	0	0.0044
Roseobacter litoralis	42443	0	0	0	0	0	0	0.0048	0	0	0	0	0	0.0014	0.0039	0	0	0.0042	0.0007	0	0	0	0	0	0	0	0.0022	0.0056	0	0	0
Ethanoligenens harbinense	253239	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0.0082	0	0	0.0006	0.0019	0	0	0	0	0.0138	0	0	0	0	0	0.003	0
Thermus brockianus	56956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0013	0	0	0	0	0	0	0	0	0	0.0003	0.003	0.0007
Pseudoalteromonas piratica	1348114	0	0	0	0	0	0	0	0	0.0025	0	0.0163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0.0096	0	0.0005
Planctopirus limnophila	120	0	0	0	0	0	0	0.0185	0	0	0	0.0058	0	0	0.0003	0	0	0.0022	0	0	0	0	0	0	0	0	0	0	0	0.0106	0
Clostridium baratii	1561	0.012	0	0	0	0	0	0	0	0	0.0037	0	0	0.0039	0	0	0.0019	0.0014	0.0012	0	0	0	0	0	0	0.0005	0	0.0034	0	0	0.0002
Thioflavicoccus mobilis	80679	0.0151	0	0	0	0	0	0.0068	0	0	0	0	0	0	0.0072	0	0	0	0	0	0	0	0	0	0	0	0.0052	0	0	0.0031	0.001
Kocuria flava	446860	0	0	0	0	0	0	0.0197	0	0	0	0	0	0	0	0	0.0136	0	0.0003	0	0	0	0	0.0051	0	0	0	0	0	0	0.0017
Sulfurospirillum barnesii	44674	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0058	0.0107	0.0017	0.0002	0.0013	0	0	0	0	0	0	0	0	0	0	0	0.0011
Aggregatibacter segnis	739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018	0	0.0037	0
Corynebacterium casei	160386	0	0	0	0	0	0	0	0.0044	0	0	0	0.0014	0	0	0	0	0.0027	0.0021	0	0	0	0	0	0	0	0	0	0	0	0
Nonlabens dokdonensis	328515	0	0	0	0	0	0	0	0	0	0.0087	0	0	0	0.0111	0	0	0	0.0047	0	0	0	0	0	0.0044	0	0	0	0	0.0027	0.0006
Chryseobacterium glaciei	1685010	0	0	0	0	0	0	0	0	0	0.0172	0	0.0018	0	0	0	0.0072	0.0015	0	0	0	0	0	0	0	0	0	0	0	0	0.0007
Acidimicrobium ferrooxidans	53635	0.0224	0	0	0	0	0	0.0008	0	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0	0	0	0	0	0
