unique_name	taxid	S_Normal_100_102M	S_Normal_100_17M	S_Normal_100_34M	S_Normal_100_68M	S_Normal_100_8M	S_Normal_150_102M	S_Normal_150_17M	S_Normal_150_34M	S_Normal_150_68M	S_Normal_150_8M	S_Normal_200_102M	S_Normal_200_17M	S_Normal_200_34M	S_Normal_200_68M	S_Normal_200_8M	S_Normal_25_102M	S_Normal_25_17M	S_Normal_25_34M	S_Normal_25_68M	S_Normal_25_8M	S_Normal_400_102M	S_Normal_400_17M	S_Normal_400_34M	S_Normal_400_68M	S_Normal_400_8M	S_Normal_50_102M	S_Normal_50_17M	S_Normal_50_34M	S_Normal_50_68M	S_Normal_50_8M
Bifidobacterium lemurum	1603886	0	0	0	0.001142	0	0.001354	0	0	0	0.009196	0	0	0	0.0008866	0	0	0	0	0	0	0	0.001436	0.0005692	0.001122	0.001953	0.03747	0	0	0	0
Yersinia aldovae	29483	0	0	0	0	0	0	0	0.00384	0	0.008643	0	0	0	0	0	0	0	0	0	0	0.0004426	0	0	0.002576	0	0	0	0	0	0.03933
Coraliomargarita akajimensis	395922	0	0	0	0	0.0463	0	0.0004007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003806	0	0.003543	0	0.0005184	0	0	0	0	0
Syntrophomonas wolfei	863	0	0.008145	0	0	0	0	0	0	0	0	0	0	0	0	0.0008497	0	0	0	0	0	0.000815	0.0003574	0	0.0003203	0	0.04057	0	0	0	0.002972
Paraburkholderia phymatum	148447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006365	0.000517	0	0	0	0	0	0.05249
Gemmatimonas phototrophica	1379270	0	0	0	0	0	0	0	0.004877	0.01275	0	0	0	0	0	0.001389	0	0	0	0.02945	0	0	0	0	0.001144	0.003845	0	0	0	0	0
Bordetella trematum	123899	0	0.04373	0	0	0	0	0	0	0	0	0.007142	0	0	0	0	0	0	0	0	0	0	0	0.002115	0.0003937	0	0	0	0	0	0
Mycobacterium xenopi	1789	0.01119	0	0.005356	0.02384	0	0	0	0	0	0	0.004375	0	0	0	0	0	0	0	0	0	0.004426	0	0.0005895	0	0.003447	0	0	0	0	0
Cellulomonas fimi	1708	0	0	0	0	0	0	0	0	0.0002238	0	0	0.00295	0	0.01919	0	0	0	0	0	0	0.004196	0.001709	0.00274	0	0	0	0	0	0.02201	0
Neisseria lactamica	486	0	0	0.001297	0.01203	0	0.005476	0.007515	0	0.0004302	0	0	0.004919	0	0.01913	0	0	0	0	0	0	0.0005273	0.0003832	0	0.00107	0	0	0	0	0	0
Polaromonas naphthalenivorans	216465	0.002249	0	0	0	0	0	0	0	0	0	0	0	0	0.01182	0	0	0	0	0	0	0	0.004341	0.002365	0	0	0	0	0	0	0.03188
Pediococcus inopinatus	114090	0	0	0	0	0	0	0	0	0	0	0.003758	0	0.002108	0.000761	0.0004956	0	0.01362	0	0.02201	0	0	0	0.0004504	0.002561	0	0	0	0.006707	0	0
Propionibacterium acidifaciens	556499	0	0	0	0	0	0	0	0	0	0.008474	0	0	0	0	0	0	0.004272	0	0	0	0.002095	0	0.0055	0.0007138	0	0	0	0.01638	0	0.0148
Brachybacterium faecium	43669	0	0.008679	0	0	0	0.01661	0.00873	0.002904	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008293	0	0	0.00695	0	0	0	0	0
Opitutus terrae	107709	0	0	0	0	0	0	0	0.001958	0	0	0.001606	0	0	0	0.01839	0	0	0	0	0	0.002203	0.004725	0	0.00163	0.001662	0	0	0	0.01983	0
Erwinia persicina	55211	0	0	0	0	0	0	0.01484	0	0	0	0.003085	0	0	0	0	0.03207	0	0	0	0	0.0003604	0.001079	0	0.0005158	0	0	0.00001179	0	0	0
Corynebacterium crudilactis	1652495	0	0	0.009278	0	0.001718	0.03911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001715	0	0	0	0	0	0	0	0	0
Symbiobacterium thermophilum	2734	0	0.004477	0	0	0	0	0	0	0	0	0	0	0.0003454	0	0	0	0	0	0.03409	0	0.001908	0	0.005859	0.0008074	0.001083	0.003076	0	0	0	0
Actinoplanes friuliensis	196914	0	0	0	0.01682	0	0	0	0	0.006397	0	0.004021	0	0	0.00884	0	0	0	0	0	0	0.003012	0	0.007243	0.002098	0.003109	0	0	0	0	0
Nitrosococcus oceani	1229	0	0.02368	0	0.01879	0	0	0	0.002396	0	0	0	0	0	0	0.001747	0	0	0	0	0	0	0.00202	0.001446	0	0.001064	0	0	0	0	0
Roseiflexus castenholzii	120962	0	0	0	0.01811	0	0	0	0.0135	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005277	0	0	0	0	0	0	0	0.01378
Mycobacterium grossiae	1552759	0	0	0.01685	0	0	0	0	0.006967	0	0.02076	0	0	0	0	0	0	0	0	0	0	0	0.003468	0	0.0006175	0.001806	0	0	0	0	0
Rhodomicrobium vannielii	1069	0	0	0	0	0	0	0	0	0.02942	0	0	0.01223	0.002584	0	0	0	0	0	0	0	0	0.001198	0.003718	0.0004006	0.0006308	0	0	0	0	0
Pelagibacterium halotolerans	531813	0	0	0	0	0.00723	0	0.0004693	0	0.001416	0	0	0	0.002694	0.03213	0.000985	0	0	0	0	0	0.003102	0.0006268	0	0	0.001177	0	0	0	0	0
Bernardetia litoralis	999	0	0.01827	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0221	0	0	0	0	0.002562	0.003212	0.001514	0.002016	0	0	0	0	0	0
Nostoc punctiforme	272131	0.02003	0	0	0	0	0	0	0	0.0144	0	0	0	0	0.008143	0	0	0	0	0	0	0	0.007037	0	0	0	0	0	0	0	0
Spirosoma radiotolerans	1379870	0.002656	0	0	0	0	0	0	0	0	0	0	0	0.008347	0	0	0	0	0.01032	0	0	0	0.005579	0.0191	0	0.003503	0	0	0	0	0
Parvularcula bermudensis	208216	0	0.01912	0	0	0	0.005663	0	0	0	0	0.0003459	0	0	0	0.00125	0	0	0	0	0	0	0	0.001176	0	0	0	0	0.02171	0	0
Treponema phagedenis	162	0	0.01139	0.0007714	0	0	0	0	0.002729	0	0	0	0.002181	0	0.003787	0	0	0	0	0	0	0	0.003428	0.0002413	0	0	0	0	0	0.02409	0
Lysobacter gummosus	262324	0	0	0	0	0	0	0.01648	0.006824	0	0	0.005135	0	0.004473	0	0	0	0	0	0	0	0	0.001042	0.000853	0.0005997	0	0	0	0.01302	0	0
Bifidobacterium scardovii	158787	0	0	0	0	0.007625	0	0.03698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002167	0.0002718	0.0005967	0.0006895	0	0	0	0	0
Kangiella geojedonensis	914150	0	0	0.01703	0	0	0	0.001308	0	0	0.001536	0.002632	0	0	0	0	0	0	0	0	0	0	0	0.001576	0.00123	0.000525	0	0	0	0	0.02181
Coprothermobacter proteolyticus	35786	0	0	0	0	0	0.00215	0	0	0	0	0	0	0	0	0	0	0	0.03098	0	0	0	0	0.0005565	0	0	0	0	0	0.01384	0
Sebaldella termitidis	826	0	0	0	0	0.04356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008269	0	0.0006172	0.002283	0	0	0	0	0
Cronobacter condimenti	1163710	0	0.00001285	0	0	0	0	0	0	0	0	0	0	0	0.0005941	0	0.03258	0	0	0	0	0.001206	0.0004639	0	0.0005598	0.002803	0	0.00002109	0	0	0.008862
Bordetella holmesii	35814	0.0215	0	0	0.006653	0	0	0	0.0006604	0	0.007545	0	0	0	0	0	0	0	0	0	0	0.002103	0.0003712	0	0	0.0002268	0	0	0.007857	0	0
Nocardia seriolae	37332	0	0	0	0	0	0.0001743	0.001535	0	0	0	0	0.0000105	0	0.0009286	0	0	0	0	0	0	0	0	0.00119	0.002334	0	0.01518	0	0.00008049	0.02542	0
Komagataeibacter medellinensis	1177712	0	0	0.03195	0	0.001154	0	0.0031	0	0	0	0	0.002654	0	0	0.005612	0	0	0	0	0	0.0005446	0	0.001528	0	0.0002257	0	0	0	0	0
Celeribacter marinus	1397108	0	0	0	0	0	0.0013	0	0	0	0.01544	0	0.02746	0	0	0	0	0	0	0	0	0	0	0	0.002513	0	0	0	0	0	0
Nocardia terpenica	455432	0	0	0	0.003501	0	0	0	0	0	0	0	0.01621	0.002321	0.01761	0	0	0	0	0	0	0.004093	0	0	0.002933	0	0	0	0.00003893	0	0
Jeotgalibaca dankookensis	708126	0.005941	0	0	0.001076	0	0.001351	0.002255	0	0	0.001469	0	0.00279	0	0	0	0	0	0	0	0	0	0	0	0	0.001562	0.03022	0	0	0	0
Marinomonas mediterranea	119864	0	0	0	0	0	0.03973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00151	0	0.005352	0	0	0	0	0	0
Legionella sainthelensi	28087	0	0	0	0	0	0	0	0.003448	0	0	0.005976	0	0	0	0.0028	0	0	0	0	0	0	0.0006073	0.002247	0	0.002081	0	0	0	0.02935	0
Hahella chejuensis	158327	0	0	0	0.01158	0	0	0	0	0	0	0	0.01708	0	0	0.005349	0	0	0	0	0	0.002972	0	0	0	0.009331	0	0	0	0	0
Fluviicola taffensis	191579	0	0	0	0	0	0	0	0.008491	0.01396	0	0	0	0	0	0	0	0	0	0.02256	0	0	0	0	0	0.001276	0	0	0	0	0
Taylorella asinigenitalis	84590	0	0	0	0	0.00458	0	0	0	0	0	0.005824	0.002549	0	0	0.0009787	0	0	0	0	0.02898	0.001068	0	0	0.0005918	0	0	0	0	0	0.001456
Desulfohalobium retbaense	45663	0.01169	0	0.004418	0	0	0	0.002083	0	0	0	0	0	0	0	0.003133	0	0	0	0	0	0	0	0	0.006458	0.002993	0	0.01511	0	0	0
Dehalogenimonas lykanthroporepellens	552810	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000669	0	0	0.0439	0	0	0	0	0	0.000775	0	0.0005121	0	0	0	0	0
Spiroplasma syrphidicola	216945	0	0	0	0	0	0	0	0	0	0	0.001106	0.00549	0	0	0	0	0	0	0	0	0	0	0.0001354	0.0004466	0	0	0	0	0.03864	0
Azotobacter vinelandii	354	0	0	0	0	0	0	0	0	0	0.01177	0	0	0.01032	0	0	0	0	0	0	0	0.001126	0	0	0	0	0	0	0	0	0.02257
Glaesserella parasuis	738	0.001607	0	0	0	0	0	0	0	0	0	0.003171	0	0.03314	0	0.001213	0	0	0	0.005477	0	0	0	0	0	0.0006613	0	0.00001935	0	0	0
Shewanella piezotolerans	404011	0	0	0.02903	0	0	0	0	0	0	0	0	0	0.004228	0	0	0	0	0	0	0	0	0.006292	0.000975	0.004478	0	0	0	0	0	0
Methylobacterium aquaticum	270351	0	0.003812	0	0	0	0	0.009338	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02861	0	0	0.001963	0.001086	0	0	0	0	0
Lachnoclostridium phytofermentans	66219	0	0	0	0	0	0	0	0	0.005277	0.006569	0.0007502	0	0.006083	0.00321	0	0	0	0	0	0	0	0	0.01483	0	0.002674	0	0	0.005326	0	0
Bacteroides caecimuris	1796613	0	0	0.005236	0	0	0	0.009953	0	0	0	0	0	0	0	0	0	0	0	0	0.01914	0.001616	0.001586	0.0005644	0.004755	0.001597	0	0	0	0	0
Rhodothermus marinus	29549	0	0	0	0	0	0	0.000211	0	0	0	0	0	0	0	0	0.03751	0	0	0	0	0	0	0.003131	0	0	0	0	0	0	0.003484
Melioribacter roseus	1134405	0	0	0	0	0	0	0	0.005416	0	0	0.03048	0	0	0	0.0008282	0	0	0	0	0	0.0005666	0.0005606	0.000823	0	0.005264	0	0	0	0	0
Paenibacillus graminis	189425	0.00656	0	0	0.0136	0	0.01058	0	0	0	0	0	0	0	0	0.001312	0	0	0	0	0	0.002344	0.002445	0.00114	0.004186	0.001617	0	0	0	0	0
Bifidobacterium actinocoloniiforme	638619	0	0	0	0.003317	0.001056	0	0.002302	0	0	0.005625	0.001012	0.0007192	0	0	0	0	0.02656	0	0	0	0.001031	0.0009402	0.001145	0	0	0	0	0	0	0
Ammonifex degensii	42838	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00893	0	0	0	0	0	0	0	0.01425	0	0	0	0	0	0.0205	0	0
Haliangium ochraceum	80816	0	0	0	0	0	0	0	0	0	0	0	0.004127	0.03185	0.002781	0	0	0	0	0	0	0	0.00289	0.001947	0	0	0	0	0	0	0
Corynebacterium glyciniphilum	1404244	0.004681	0	0	0	0	0	0.001264	0	0	0	0	0.0005485	0	0.03241	0	0	0	0	0	0	0	0.00123	0.001286	0.002056	0	0	0	0	0	0
Bradyrhizobium japonicum	375	0	0	0	0	0	0	0	0.01014	0.01848	0	0	0	0	0	0.009075	0	0	0	0	0	0.002269	0	0	0.001711	0.00147	0	0	0	0	0
Phaeobacter inhibens	221822	0.02641	0	0	0	0	0	0.006317	0	0	0	0	0	0	0.00227	0	0	0.00003612	0	0	0	0	0	0	0.000376	0.001064	0	0	0	0.006535	0
Streptomyces clavuligerus	1901	0	0	0	0	0	0	0	0	0.02546	0	0	0	0	0.00967	0	0	0	0	0	0	0.006375	0	0.00143	0	0	0	0	0	0	0
Aggregatibacter actinomycetemcomitans	714	0	0	0	0	0	0	0	0	0	0.008368	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005509	0.001977	0	0.0318	0	0	0
Planococcus rifietoensis	200991	0.006604	0	0	0	0	0	0	0	0	0.02855	0	0	0.001624	0	0	0	0	0.00001257	0	0	0.001405	0	0	0	0	0	0	0.00433	0	0
Marivirga tractuosa	1006	0	0	0	0	0	0	0	0	0	0	0.006089	0	0	0	0	0	0	0	0	0.03182	0.0008369	0.0008287	0	0.002803	0	0	0	0	0	0
Nakamurella multipartita	53461	0	0.006118	0	0	0	0	0	0	0	0	0.02156	0	0	0	0	0	0	0	0	0	0.001959	0	0.001001	0	0	0	0	0	0	0.01169
Methylophaga frappieri	754477	0	0	0	0	0	0.026	0.005319	0	0	0.005159	0.0006804	0	0.000371	0	0.0004026	0	0	0	0	0	0	0.001074	0.0002572	0.000312	0.002686	0	0	0	0	0
Paenalcaligenes hominis	643674	0	0	0	0	0	0	0	0.007587	0	0.02273	0	0	0	0	0	0	0	0	0	0	0	0.002307	0	0.003721	0.00565	0	0	0	0	0
Paraburkholderia xenovorans	36873	0	0	0	0	0	0	0.01505	0	0	0.0169	0	0	0	0.001751	0	0	0	0	0	0	0.006009	0	0.002027	0	0	0	0	0	0	0
Acetohalobium arabaticum	28187	0	0	0	0	0	0.003231	0	0	0	0	0	0.001747	0	0.0004983	0	0	0	0	0	0.03436	0	0.0004536	0.000549	0	0.0007951	0	0	0	0	0
Tatlockia micdadei	451	0	0	0	0	0.02207	0	0	0	0	0	0	0.003177	0	0.01408	0	0	0	0	0	0	0	0.000767	0.0005335	0	0.0006165	0	0	0	0	0
Paraburkholderia megapolitana	420953	0	0	0	0	0	0	0	0.01783	0	0	0.00864	0	0	0.001861	0	0	0	0	0	0	0	0	0.002006	0.001999	0.008897	0	0	0	0	0
Staphylococcus lutrae	155085	0	0.001466	0.003166	0.02742	0	0	0	0	0	0.007721	0.0003305	0	0	0	0	0	0	0	0	0	0	0	0.0009681	0	0	0	0	0	0	0
Streptomyces pristinaespiralis	38300	0	0.01594	0	0	0	0	0	0	0	0	0	0	0.01018	0	0.001413	0	0	0	0	0	0.002604	0.004328	0.006545	0	0	0	0	0	0	0
Mahella australiensis	252966	0.0205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01917	0	0	0.001101	0	0	0	0	0	0	0	0	0
Desulfarculus baarsii	453230	0	0	0	0	0	0	0	0.01367	0	0.003016	0.001672	0.0197	0.001256	0	0	0	0	0	0	0	0.0001998	0	0	0.001132	0	0	0	0	0	0
Deinococcus ficus	317577	0	0.01374	0	0.01694	0.001917	0	0	0	0	0	0	0	0	0.007822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pontibacter akesuensis	388950	0.01638	0	0	0.01767	0	0	0	0	0.004183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004802	0.001651	0	0	0	0	0
Polynucleobacter duraquae	1835254	0	0	0	0.00692	0	0	0	0	0	0	0	0.006173	0	0	0	0	0	0	0	0	0	0	0.0008749	0.0003998	0	0.0258	0	0	0	0
Myxococcus stipitatus	83455	0	0	0	0	0	0	0	0	0	0	0.00482	0	0.005461	0	0	0	0	0	0	0	0	0	0.01887	0.002475	0	0	0.008403	0	0	0
Komagataeibacter nataicola	265960	0.01455	0	0	0	0	0.01521	0	0	0.00468	0	0	0	0	0	0.001176	0	0	0	0	0	0.0001118	0	0.004232	0	0	0	0	0	0	0
Stenotrophomonas rhizophila	216778	0	0	0	0	0	0.006435	0.002482	0	0.008399	0	0	0.003237	0	0	0.00357	0	0	0	0	0	0.003082	0	0	0.01274	0	0	0	0	0	0
Xenorhabdus poinarii	40577	0	0	0	0	0	0	0.007578	0.0008185	0	0	0	0	0.001154	0	0	0	0.02644	0	0	0	0.001137	0.001196	0.00158	0	0	0	0	0	0	0
Kocuria flava	446860	0	0.00503	0	0	0.01937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003214	0	0.001666	0	0.01349	0	0	0	0	0
Shimwellia blattae	563	0	0	0	0	0	0.001924	0	0	0.00194	0.001791	0	0.001462	0	0.003715	0	0	0	0	0.02288	0	0	0	0	0.002803	0.003284	0	0.00001394	0	0	0
Leisingera methylohalidivorans	133924	0	0	0	0	0	0.007173	0	0	0	0	0.004908	0.002678	0	0.01712	0	0	0	0	0	0	0	0	0	0	0.0001111	0	0.007684	0	0	0
Collinsella aerofaciens	74426	0	0.001864	0	0	0	0.02614	0	0	0	0	0.004511	0.006427	0	0	0	0	0	0	0	0	0	0	0.0001619	0	0.0005544	0	0	0	0	0
Gramella salexigens	1913577	0	0.005691	0	0	0	0	0	0.03051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003214	0	0	0	0	0
Corynebacterium cystitidis	35757	0	0	0	0	0.003019	0	0	0	0	0	0	0.001019	0.03464	0	0	0	0	0	0	0	0	0.0001685	0.0003153	0	0	0	0	0	0	0
Chlorobaculum limnaeum	274537	0.01634	0	0	0	0	0.009336	0	0	0	0	0	0.0006563	0.007814	0	0	0	0	0	0	0	0	0.001758	0.002504	0.0006882	0	0	0	0	0	0
Acidobacterium capsulatum	33075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002801	0.01962	0	0.0007	0	0	0	0	0.01585	0
Pseudarthrobacter phenanthrenivorans	361575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00102	0	0	0	0	0	0.003975	0.002686	0	0	0.003749	0	0.02742	0	0	0
Luteibacter rhizovicinus	242606	0	0	0	0	0	0	0.004349	0	0	0	0	0	0	0.01119	0	0	0	0	0	0.02003	0.0001868	0	0.002957	0	0	0	0	0	0	0
Pseudoalteromonas tunicata	314281	0	0	0	0	0	0	0.002555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000469	0.002101	0.004699	0.002749	0.02612	0	0	0	0
Dokdonella koreensis	323415	0	0	0	0.004157	0.02632	0	0	0	0	0	0	0	0	0	0.00295	0	0	0	0	0	0	0.001609	0.001589	0	0.001659	0	0	0	0	0
Xanthomonas fragariae	48664	0	0	0	0.001344	0	0	0	0	0	0	0	0.01972	0	0	0	0	0	0	0	0	0	0	0.007141	0	0	0	0	0	0.009991	0
Thioflavicoccus mobilis	80679	0	0	0	0	0.006726	0	0	0.005157	0	0	0	0	0	0.007157	0	0	0	0	0	0.01499	0	0.003066	0.001012	0	0	0	0	0	0	0
Alkalilimnicola ehrlichii	351052	0	0	0	0	0	0	0	0	0	0	0.00108	0.01507	0	0.002304	0	0	0	0	0	0	0.002987	0.001957	0.0005962	0	0.008493	0	0	0	0	0.005502
Jonesia denitrificans	43674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008966	0	0	0	0	0	0	0	0.003826	0	0	0	0	0	0.03322	0
Brachyspira pilosicoli	52584	0	0	0	0	0	0	0	0	0.008882	0	0.0003857	0	0.001341	0.01046	0	0.004559	0	0	0.006513	0	0	0.00423	0.001446	0	0	0	0	0	0	0
Francisella persica	954	0	0	0	0.007209	0	0	0	0	0	0	0	0.00112	0.00928	0	0	0	0	0	0	0	0.005374	0.0005063	0.001036	0	0	0	0	0.0132	0	0
Marinomonas posidonica	936476	0.003033	0	0	0	0	0	0	0	0.01904	0	0.004591	0.004582	0	0	0	0	0	0	0	0	0	0	0	0	0.006391	0	0	0	0	0
Christensenella minuta	626937	0	0	0	0	0.01991	0.005342	0	0	0	0	0.0007605	0	0.01028	0	0	0	0	0	0	0	0	0.0002032	0.001124	0	0	0	0	0	0	0
Lentzea guizhouensis	1586287	0	0	0	0	0	0.02397	0	0	0	0	0.01005	0	0	0	0	0	0	0	0	0	0	0	0.003468	0	0	0	0	0	0	0
Tannerella forsythia	28112	0	0	0.006038	0	0	0	0	0	0.008976	0	0.00304	0	0	0.001398	0	0	0	0	0	0	0.000678	0	0.001529	0	0.0006679	0.01511	0	0	0	0
Natranaerobius thermophilus	375929	0	0	0	0	0.008915	0.004911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146	0	0	0	0.001951	0	0.006835	0	0	0
Halobacteroides halobius	42422	0	0	0	0	0	0	0	0	0	0	0	0.001172	0.002247	0	0.002801	0.01555	0	0	0.01312	0	0.000852	0.0005368	0.0003159	0.0003371	0	0	0	0	0	0
Segniliparus rotundus	286802	0.003505	0	0	0	0	0	0.0216	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005165	0.0007443	0	0	0	0	0.01051	0	0	0
Draconibacterium orientale	1168034	0	0	0	0	0	0	0.001185	0	0.008101	0.009709	0.004062	0	0.0005236	0	0	0	0	0	0	0	0	0	0	0.001107	0.003065	0	0.009026	0	0	0
Xanthomonas translucens	343	0	0	0	0.01463	0	0	0	0	0.007731	0.008942	0	0	0	0	0	0	0	0	0	0	0	0	0.005423	0	0	0	0	0	0	0
Planctopirus limnophila	120	0	0	0	0	0.01807	0	0	0	0.00567	0	0	0	0	0.0002751	0	0	0	0	0	0	0	0.01035	0	0.0021	0	0	0	0	0	0
Sphingobium chlorophenolicum	46429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03246	0	0	0	0	0.003945	0	0	0	0	0
Listeria ivanovii	1638	0.004909	0	0	0	0	0	0	0	0	0	0.003088	0.0009074	0	0.01202	0	0	0	0	0	0	0	0.002413	0	0	0	0.00536	0	0.007696	0	0
Herbaspirillum rubrisubalbicans	80842	0	0	0	0	0	0	0.01502	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00644	0	0.003219	0.01158	0	0	0	0	0	0
Streptomyces lincolnensis	1915	0	0	0	0	0	0.004114	0	0.000013	0	0.004564	0	0	0.005259	0	0.01014	0	0.00002671	0	0	0	0.00821	0	0.0007843	0.002947	0	0	0	0	0	0
Desulfococcus multivorans	897	0	0	0	0	0	0.01482	0	0	0	0	0	0	0	0	0.004106	0	0	0	0	0	0	0	0.002743	0	0.00565	0.008601	0	0	0	0
Corynebacterium argentoratense	42817	0	0.005623	0.002999	0.003583	0	0.0002906	0	0	0	0.0009873	0	0	0.001201	0	0	0	0	0	0	0	0.00072	0	0.001873	0.0008567	0.0009782	0	0	0.005725	0.01098	0
Corynebacterium nuruki	1032851	0	0	0.003752	0	0	0	0	0	0	0	0	0.009445	0	0	0.0196	0	0	0	0	0	0	0.0008616	0	0	0.00191	0	0	0	0	0
Fimbriimonas ginsengisoli	1005039	0.005698	0	0	0	0.0206	0	0.001314	0	0	0	0	0	0.001302	0.002469	0	0	0	0	0	0	0.001366	0.001123	0	0	0.001519	0	0	0	0	0
Gluconacetobacter diazotrophicus	33996	0	0	0	0	0	0.001851	0	0	0	0	0.005506	0.008346	0.0007406	0.002915	0	0	0	0	0	0	0.001103	0.002077	0.00222	0	0	0	0.01061	0	0	0
Steroidobacter denitrificans	465721	0	0	0	0	0.004295	0	0	0	0.02054	0	0	0	0.001698	0	0.006176	0	0	0	0	0	0.000934	0.0003753	0.001046	0.000281	0	0	0	0	0	0
Sinomonas atrocyanea	37927	0	0	0	0	0.008396	0	0	0	0	0	0	0	0	0	0.01569	0	0	0	0	0	0	0	0	0	0.001884	0	0	0	0.009351	0
Corynebacterium aurimucosum	169292	0	0	0	0	0	0	0.01541	0.01402	0	0	0	0	0	0	0.001367	0	0	0	0	0	0.0003123	0	0.001963	0	0.002244	0	0	0	0	0
Minicystis rosea	888845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002536	0	0	0	0	0	0.005399	0	0.02541	0.001958	0	0	0	0	0	0
Stappia indica	538381	0	0	0	0	0	0	0.02142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000931	0.0005407	0.0005595	0	0	0	0.004617	0.007114
Mycobacterium leprae	1769	0	0	0	0	0	0	0	0.003521	0.001932	0	0.004903	0	0	0.02012	0	0	0	0	0	0	0	0	0	0.002017	0.002406	0	0	0	0	0
Mycobacterium kansasii	1768	0	0	0	0	0	0.006071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002259	0.0003124	0.0002639	0.003133	0	0	0	0.02275	0
Maritalea myrionectae	454601	0	0	0	0.01178	0	0	0.002531	0	0	0.01378	0	0	0.002122	0.002163	0	0	0	0	0	0	0	0.0001016	0.0003873	0.0003274	0.001477	0	0	0	0	0
Ewingella americana	41202	0	0	0	0	0	0.002399	0	0	0	0	0	0	0	0.006317	0.005852	0	0	0	0	0	0.001959	0.002408	0.0008532	0.01368	0.000806	0	0.00001644	0	0	0
Crinalium epipsammum	241425	0.009171	0	0	0	0	0	0	0	0	0	0	0	0	0.00352	0	0	0	0	0	0	0	0.003807	0	0	0.01776	0	0	0	0	0
Cellulomonas flavigena	1711	0	0	0	0	0	0	0	0	0	0.003582	0	0	0.001654	0	0	0	0.01988	0	0	0	0	0	0.001601	0.003292	0.00403	0	0	0	0	0
Syntrophobacter fumaroxidans	119484	0	0	0	0	0	0	0	0.003535	0.001257	0.003409	0	0	0	0	0.01124	0	0	0	0	0	0	0	0	0.0136	0.0007798	0	0	0	0	0
Frateuria aurantia	81475	0	0	0	0	0.001923	0	0	0	0	0	0	0	0.003883	0.007013	0	0	0	0	0	0	0.01258	0	0.003033	0.005299	0	0	0	0	0	0
Carnobacterium divergens	2748	0	0	0	0	0	0	0	0.006548	0.007103	0	0.002615	0	0.001412	0	0.004513	0	0	0	0	0	0	0.001754	0.0004119	0.009255	0	0	0	0	0	0
Neomicrococcus aestuarii	556325	0	0	0	0	0	0.0002128	0.02739	0	0	0	0	0	0	0	0.0008111	0	0	0	0	0	0	0.0003533	0	0	0.004814	0	0	0	0	0
Owenweeksia hongkongensis	253245	0	0	0	0.002838	0	0	0	0	0.01476	0.009752	0	0	0	0	0	0	0	0	0	0	0	0.001473	0	0	0	0.004538	0	0	0	0
Komagataeibacter europaeus	33995	0	0	0	0	0	0	0.001552	0	0	0	0.001256	0	0	0	0	0	0	0	0	0	0.001484	0	0.000492	0.00942	0	0	0	0	0.01912	0
Yokenella regensburgei	158877	0	0.00001174	0	0	0	0	0	0	0.00441	0.01664	0	0.001079	0	0	0	0	0	0	0	0	0	0.005928	0	0.003216	0.001919	0	0.00001709	0	0	0
Chondromyces crocatus	52	0	0	0.02495	0.006569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001659	0	0	0	0	0	0	0	0
Myroides odoratus	256	0	0	0	0	0	0.001798	0	0	0	0	0.003243	0	0	0	0.007502	0	0	0	0	0	0.0009711	0.004305	0.01295	0.001341	0.0009992	0	0	0	0	0
Advenella mimigardefordensis	302406	0	0	0	0	0	0	0	0.02631	0	0	0	0.001197	0	0	0	0	0	0	0	0	0.004197	0.0004238	0	0	0.0007405	0	0	0	0	0
