Species	Simul_RM_1KGenome_010_15M	Simul_RM_1KGenome_010_30M	Simul_RM_1KGenome_010_45M	Simul_RM_1KGenome_020_15M	Simul_RM_1KGenome_020_30M	Simul_RM_1KGenome_020_45M	Simul_RM_1KGenome_050_15M	Simul_RM_1KGenome_050_30M	Simul_RM_1KGenome_050_45M	Simul_RM_1KGenome_100_15M	Simul_RM_1KGenome_100_30M	Simul_RM_1KGenome_100_45M	Simul_RM_1KGenome_150_15M	Simul_RM_1KGenome_150_30M	Simul_RM_1KGenome_150_45M	Simul_RM_1KGenome_200_15M	Simul_RM_1KGenome_200_30M	Simul_RM_1KGenome_200_45M	Simul_RM_1KGenome_250_15M	Simul_RM_1KGenome_250_30M	Simul_RM_1KGenome_250_45M	Simul_RM_1KGenome_300_15M	Simul_RM_1KGenome_300_30M	Simul_RM_1KGenome_300_45M	Simul_RM_1KGenome_500_15M	Simul_RM_1KGenome_500_30M	Simul_RM_1KGenome_500_45M	Simul_RM_5KGenome_010_15M	Simul_RM_5KGenome_010_30M	Simul_RM_5KGenome_010_45M	Simul_RM_5KGenome_020_15M	Simul_RM_5KGenome_020_30M	Simul_RM_5KGenome_020_45M	Simul_RM_5KGenome_050_15M	Simul_RM_5KGenome_050_30M	Simul_RM_5KGenome_050_45M	Simul_RM_5KGenome_100_15M	Simul_RM_5KGenome_100_30M	Simul_RM_5KGenome_100_45M	Simul_RM_5KGenome_150_15M	Simul_RM_5KGenome_150_30M	Simul_RM_5KGenome_150_45M	Simul_RM_5KGenome_200_15M	Simul_RM_5KGenome_200_30M	Simul_RM_5KGenome_200_45M	Simul_RM_5KGenome_250_15M	Simul_RM_5KGenome_250_30M	Simul_RM_5KGenome_250_45M	Simul_RM_5KGenome_300_15M	Simul_RM_5KGenome_300_30M	Simul_RM_5KGenome_300_45M	Simul_RM_5KGenome_500_15M	Simul_RM_5KGenome_500_30M	Simul_RM_5KGenome_500_45M	Simul_RM_10KGenome_010_15M	Simul_RM_10KGenome_010_30M	Simul_RM_10KGenome_010_45M	Simul_RM_10KGenome_020_15M	Simul_RM_10KGenome_020_30M	Simul_RM_10KGenome_020_45M	Simul_RM_10KGenome_050_15M	Simul_RM_10KGenome_050_30M	Simul_RM_10KGenome_050_45M	Simul_RM_10KGenome_100_15M	Simul_RM_10KGenome_100_30M	Simul_RM_10KGenome_100_45M	Simul_RM_10KGenome_150_15M	Simul_RM_10KGenome_150_30M	Simul_RM_10KGenome_150_45M	Simul_RM_10KGenome_200_15M	Simul_RM_10KGenome_200_30M	Simul_RM_10KGenome_200_45M	Simul_RM_10KGenome_250_15M	Simul_RM_10KGenome_250_30M	Simul_RM_10KGenome_250_45M	Simul_RM_10KGenome_300_15M	Simul_RM_10KGenome_300_30M	Simul_RM_10KGenome_300_45M	Simul_RM_10KGenome_500_15M	Simul_RM_10KGenome_500_30M	Simul_RM_10KGenome_500_45M
Mesorhizobium_sp006442685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000541483	0	0.000768797
Mesorhizobium_sp006658505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001334512
Mesorhizobium_wenxiniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01248581	0	0	0.004216657	0	0	0	0	0	0	0	0	0.00105971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016050483	0	0	0	0	0	0	0.004922496	0	0	0	0	0	0	0.004022725
Neorhizobium_wenxiniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000853049	0	0	0	0	0	0	0	0	0	0
Rhizobium_alamii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004981556	0	0	0.004582155	0	0	0.004961744	0	0	0	0	0	0	0	0	0
Rhizobium_azibense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001209941	0	0	0	0	0	0	0.000951204	0
Rhizobium_bangladeshense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000498967	0
Rhizobium_laguerreae	0	0.000239561	0	0.01850927	0	0	0	0	0	0	0	0	0	0.004173357	0	0	0	0.00869966	0	0	0	0	0.006615045	0.000579939	0	0.001554856	0.001061107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001224819	0	0	0	0	0.000368324	0	0	0	0	0	0	0	0	0	0
Rhizobium_leguminosarum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006369403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001285698	0.01042306	0	0	0	0.002548905	0	0.002145369	0	0	0	0.000367603	0	0	0	0
Rhizobium_leguminosarum_E	0	0	0	0	0	0	0	0	0	0.003615797	0	0	0	0	0	0	0	0	0	0.001992461	0.004031442	0	0.013000976	0	0.001725988	0.000469973	0.009015018	0	0	0	0	0	0	0	0	0.016027584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001424537	0	0	0	0	0.07844428	0	0	0	0	0	0	0	0	0	0
Rhizobium_leguminosarum_J	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001545494	0	0	0
Rhizobium_leguminosarum_K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005985505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium_leguminosarum_L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02381159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobium_leguminosarum_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011336654	0	0	0	0	0	0	0	0	0	0	0.008018801	0	0
Rhizobium_pisi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002420087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000400465	0
Rhizobium_rhizogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008798666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010146353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001693638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002152829	0	0	0	0	0	0	0	0	0	0.002354265	0.001716057	0	0
Rhizobium_ruizarguesonis	0	0.121025217	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009643813	0	0.003152273	0	0	0.007959617	0	0.001187123	0	0	0.003803278	0.003096307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002591094	0	0	0	0	0.001484471	0	0	0	0	0	0	0	0.001276006	0	0
Rhizobium_sp000799775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000863659	0	0	0.00073636	0	0	0
Rhizobium_sp900467745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004035902	0	0	0	0	0	0
Rhizobium_sp900468625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003956672	0	0
Rhizobium_sp900469175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003437545	0	0	0.005289758	0	0.003221119	0
Rhizobium_sp900469475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003988723	0	0	0	0
Rhizobium_sp900469615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001164431	0	0	0	0	0	0.000234211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000762743	0	0.004847031	0	0	0	0
Sinorhizobium_meliloti	0	0	0	0	0	0	0	0	0	0.003156293	0	0	0.008238992	0	0	0.000823514	0	0	0	0.004050087	0.007733529	0	0.002562807	0	0.001025698	0.007900841	0.001535568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001907636	0	0.005251994	0	0	0	0.006080693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032798665	0	0	0	0.002329119	0	0	0	0	0	0	0	0	0	0	0	0.00105135
Pseudovibrio_exalbescens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000854915	0
Pseudolabrys_sp903839845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103695426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003644328	0	0
Rhodoplanes_serenus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002347018	0	0
Tardiphaga_robiniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000821908	0	0	0	0.002484804	0	0	0	0	0	0	0.002260565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001093387	0	0	0	0	0	0	0	0
Tardiphaga_sp007018905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000871068
Bartonella_bacilliformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004896788	0	0	0	0	0.001473743	0	0	0	0	0	0	0	0	0
Bartonella_henselae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001512888
Bartonella_quintana	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005747352	0.012763199	0	0	0.001777273	0.003072345	0.002432919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048255	0
Brucella_melitensis	0	0	0	0	0	0	0	0	0	0	0	0.020377198	0	0	0	0	0.004820652	0	0	0	0	0	0	0	0.000566071	0.000925612	0.001714521	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001169374	0	0.001759639	0.002217514	0.00035815	0.003721258	0	0.003008876	0.000862901	0.006080599	0	0.005710874	0.00316194	0.008749555	0	0	0	0	0	0.031696642	0	0	0	0	0	0	0.002221837	0.005898104	0.010598914	0.00051441	0.001119872	0	0.005990233	0.009386999	0.000411455	0.005489592	0.003154518	0	0.011713904	0.007334537	0.008262487
Liberibacter_asiaticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001539935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00124216	0.002145175
Ochrobactrum_anthropi	0.008302457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001495525
Phyllobacterium_sp900472835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002487142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087373	0.005997962
Pseudochrobactrum_saccharolyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003238837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004092155	0	0	0	0	0	0	0	0	0	0	0	0
MED-G09_sp003278145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001369441
CYK-10_sp903873585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000670284	0	0	0	0	0	0	0	0	0	0
Epibacterium_mobile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000920225	0	0
HIMB11_sp003486095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000962363	0	0	0	0
Mameliella_alba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000800402	0	0	0
Marivivens_sp001908835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007930743	0	0.000376265
Paracoccus_marcusii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003902281	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000777723	0	0
Phaeobacter_gallaeciensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006099632	0	0	0	0
Phaeobacter_inhibens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0021878	0	0	0.00497395	0.00105521	0	0	0	0	0.009579579	0	0	0	0	0	0.000537023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000376138	0	0
Rhodophyticola_sp007827395	0	0	0	0	0.046683853	0	0	0	0	0	0	0	0	0	0	0	0.005586027	0.001411091	0	0.002817466	0	0.007651922	0	0	0.002412198	0.005109365	0.000411174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001294203	0.001109351	0	0	0	0	0	0	0	0	0	0.000903266	0.001229951	0	0	0	0	0.049400117	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000544599	0	0	0.018953283	0	0	0	0	0.004268281
Roseovarius_nubinhibens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002694714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria_arenilitoris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006837968	0	0	0	0	0.011322181	0	0	0	0	0	0	0	0	0	0	0	0
Ruegeria_sp013111185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005482167	0	0	0
Sulfitobacter_pontiacus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003222517	0	0	0	0	0	0	0	0	0	0	0
Wenxinia_marina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001381074	0	0	0	0	0	0	0	0	0	0	0	0	0
UBA4479_sp002389385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005903974	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassospira_lucentensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042957
Anaplasma_phagocytophilum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004338315	0	0	0	0	0	0	0
Wolbachia_pipientis	0	0	0	0	0	0	0.020944473	0	0.027130534	0	0	0	0	0	0	0.01302517	0.006358823	0.004331942	0	0.002632394	0	0	0.020611218	0	0	0	0.00268543	0	0	0	0	0	0.013613227	0	0	0	0	0.093202229	0.00234869	0	0	0.013154378	0	0.004630026	0	0.001522776	0.020086897	0	0.003832808	0	0.002908358	0	0.005005861	0.002785028	0	0	0	0.006992667	0	0	0	0	0	0.039888108	0.007644437	0	0	0	0.024780942	0.012903449	0.013558586	0.007263309	0.000866141	0	0.00720484	0.002823712	0.0110041	0.000797935	0.004804463	0.004349835	0.002533326
Wolbachia_sp000376585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000994069
Rickettsia_rickettsii	0	0.058999187	0	0	0	0	0	0	0	0	0.00266369	0	0.001891132	0	0	0.00376399	0	0	0	0	0	0	0	0	0	0	0.000621919	0	0	0	0	0	0	0	0	0	0.022422936	0	0	0	0	0	0	0	0	0	0.001425412	0	0	0	0.00385497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003543722	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000555227	0
UBA2645_sp001767955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002105622	0
Blastomonas_delafieldii_A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004230691	0	0	0	0	0	0	0	0	0	0	0.00664417	0	0.001234711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018147341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erythrobacter_donghaensis_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00284616	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Erythrobacter_A_flavus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000939134	0	0	0	0	0	0	0	0	0	0	0.001484328
Novosphingobium_capsulatum	0	0	0	0	0	0	0	0	0	0	0	0	0.003321822	0	0	0	0	0	0	0.00258037	0	0	0	0	0	0	0.004987743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001726881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00074547
Parasphingorhabdus_sp002783865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001649696	0
